date,inf
4/1/2005,0.67579
7/1/2005,1.51463
10/1/2005,0.93252
1/1/2006,0.52075
4/1/2006,0.90241
7/1/2006,0.94402
10/1/2006,-0.41017
1/1/2007,0.9804
4/1/2007,1.13255
7/1/2007,0.63301
10/1/2007,1.22664
1/1/2008,1.08319
4/1/2008,1.30094
7/1/2008,1.54188
10/1/2008,-2.29019
1/1/2009,-0.68787
4/1/2009,0.53176
7/1/2009,0.86039
10/1/2009,0.78293
1/1/2010,0.1585
4/1/2010,-0.03527
7/1/2010,0.29315
10/1/2010,0.80972
1/1/2011,1.06722
4/1/2011,1.13701
7/1/2011,0.65207
10/1/2011,0.4489
1/1/2012,0.56317
4/1/2012,0.2111
7/1/2012,0.45147
10/1/2012,0.66495
1/1/2013,0.40195
4/1/2013,-0.10949
7/1/2013,0.54084
10/1/2013,0.36977
1/1/2014,0.62279
4/1/2014,0.53108
7/1/2014,0.25583
10/1/2014,-0.24844
1/1/2015,-0.64728
4/1/2015,0.68195
7/1/2015,0.3777
10/1/2015,-0.00757
1/1/2016,-0.06209
4/1/2016,0.79978
7/1/2016,0.42447
10/1/2016,0.63478
1/1/2017,0.70374
4/1/2017,0.11538
7/1/2017,0.47804
10/1/2017,0.79553
1/1/2018,0.84264
4/1/2018,0.54441
7/1/2018,0.40184
10/1/2018,0.40712
1/1/2019,0.26697
4/1/2019,0.73472
7/1/2019,0.32988
10/1/2019,0.70236
1/1/2020,0.34097
4/1/2020,-0.94345
7/1/2020,1.13748
10/1/2020,0.69742
1/1/2021,1.0039
4/1/2021,1.87823
7/1/2021,1.5886
10/1/2021,2.12186
1/1/2022,2.20527
4/1/2022,2.41563
7/1/2022,1.30359
10/1/2022,0.99219
1/1/2023,0.92548
4/1/2023,0.75154
7/1/2023,0.84611
10/1/2023,0.67465
1/1/2024,0.93823
4/1/2024,0.69799
